column_a,trans_id,account_id,type,operation,amount,balance,k_symbol,bank,account,year,month,day,date,fulldate,fulltime,fulldatewithtime
1483,T00649489,A00002219,Credit,Credit in Cash,12400.0,12800.0,,,,2013,4,10,2013-04-10,2013-04-10,08:24:51,2013-04-10T08:24:51
1484,T00135818,A00000456,Credit,Collection from Another Bank,47831.0,104527.2,,JPMorgan Chase,95670407,2013,4,10,2013-04-10,2013-04-10,08:05:29,2013-04-10T08:05:29
1485,T00775972,A00002647,Credit,Credit in Cash,12015.0,36972.2,,,,2013,4,10,2013-04-10,2013-04-10,11:03:12,2013-04-10T11:03:12
1486,T00571260,A00001944,Credit,Credit in Cash,17980.0,39712.4,,,,2013,4,10,2013-04-10,2013-04-10,12:21:23,2013-04-10T12:21:23
1487,T00394001,A00001338,Debit,Cash Withdrawal,28700.0,77543.5,,,,2013,4,10,2013-04-10,2013-04-10,15:03:60,2013-04-10T15:03:60
1488,T00393511,A00001338,Credit,Credit in Cash,48140.0,106243.5,,,,2013,4,10,2013-04-10,2013-04-10,16:28:28,2013-04-10T16:28:28
1489,T00968617,A00003302,Credit,Collection from Another Bank,3008.0,17327.0,,Bank of America,24482953,2013,4,10,2013-04-10,2013-04-10,09:38:39,2013-04-10T09:38:39
1490,T00147951,A00000494,Credit,Credit in Cash,6600.0,19880.0,,,,2013,4,10,2013-04-10,2013-04-10,10:01:38,2013-04-10T10:01:38
1491,T00749330,A00002555,Credit,Credit in Cash,19022.0,42103.5,,,,2013,4,10,2013-04-10,2013-04-10,08:11:15,2013-04-10T08:11:15
1492,T00789773,A00002694,Credit,Credit in Cash,17585.0,41424.1,,,,2013,4,10,2013-04-10,2013-04-10,11:00:60,2013-04-10T11:00:60
1493,T00256853,A00000882,Credit,Credit in Cash,11587.0,29109.1,,,,2013,4,10,2013-04-10,2013-04-10,12:04:47,2013-04-10T12:04:47
1494,T00708085,A00002425,Credit,Credit in Cash,8905.0,34916.5,,,,2013,4,10,2013-04-10,2013-04-10,16:54:33,2013-04-10T16:54:33
1495,T00594018,A00002023,Credit,Credit in Cash,23524.0,61405.4,,,,2013,4,10,2013-04-10,2013-04-10,15:29:20,2013-04-10T15:29:20
1496,T00858267,A00002925,Debit,Cash Withdrawal,100.0,27636.7,,,,2013,4,10,2013-04-10,2013-04-10,12:37:26,2013-04-10T12:37:26
1497,T02256145,A00007445,Credit,Credit in Cash,17877.0,18077.0,,,,2013,4,10,2013-04-10,2013-04-10,13:56:33,2013-04-10T13:56:33
1498,T00066586,A00000222,Credit,Collection from Another Bank,34409.0,34909.0,,PNC Financial Services,38463211,2013,4,10,2013-04-10,2013-04-10,09:52:59,2013-04-10T09:52:59
1499,T01049885,A00003592,Credit,Collection from Another Bank,6007.0,24702.6,Old Age Pension,U.S. Bancorp,73166322,2013,4,10,2013-04-10,2013-04-10,14:20:52,2013-04-10T14:20:52
1500,T00364543,A00001239,Credit,Credit in Cash,900.0,900.0,,,,2013,4,10,2013-04-10,2013-04-10,16:55:20,2013-04-10T16:55:20
1501,T00756508,A00002581,Credit,Credit in Cash,3300.0,23504.5,,,,2013,4,10,2013-04-10,2013-04-10,15:54:09,2013-04-10T15:54:09
1502,T00253164,A00000866,Debit,Cash Withdrawal,4800.0,30938.4,,,,2013,4,10,2013-04-10,2013-04-10,08:58:36,2013-04-10T08:58:36
1503,T00411684,A00001402,Credit,Credit in Cash,9006.0,9406.0,,,,2013,4,10,2013-04-10,2013-04-10,12:54:33,2013-04-10T12:54:33
1504,T00092887,A00000317,Credit,Collection from Another Bank,5922.0,12646.4,Old Age Pension,Bank of America,16824597,2013,4,10,2013-04-10,2013-04-10,11:55:45,2013-04-10T11:55:45
1505,T00026049,A00000086,Credit,Collection from Another Bank,3243.0,7297.4,,Capital One,93896942,2013,4,11,2013-04-11,2013-04-11,16:41:57,2013-04-11T16:41:57
1506,T00029111,A00000096,Credit,Collection from Another Bank,44221.0,78096.6,,Wells Fargo & Co.,68241083,2013,4,11,2013-04-11,2013-04-11,15:47:57,2013-04-11T15:47:57
1507,T00237947,A00000813,Debit,Cash Withdrawal,8000.0,30387.4,,,,2013,4,11,2013-04-11,2013-04-11,09:11:53,2013-04-11T09:11:53
1508,T00237653,A00000813,Credit,Collection from Another Bank,12154.0,38387.4,,TD Bank,19537103,2013,4,11,2013-04-11,2013-04-11,14:27:14,2013-04-11T14:27:14
1509,T01075424,A00003674,Credit,Credit in Cash,6500.0,19227.7,,,,2013,4,11,2013-04-11,2013-04-11,10:25:19,2013-04-11T10:25:19
1510,T01190756,A00004078,Credit,Credit in Cash,23736.0,61448.2,,,,2013,4,11,2013-04-11,2013-04-11,12:19:60,2013-04-11T12:19:60
1511,T00174566,A00000588,Credit,Credit in Cash,7634.0,8634.0,,,,2013,4,11,2013-04-11,2013-04-11,13:48:01,2013-04-11T13:48:01
1512,T00394002,A00001338,Debit,Cash Withdrawal,26300.0,51243.5,,,,2013,4,11,2013-04-11,2013-04-11,16:54:21,2013-04-11T16:54:21
1513,T00117497,A00000395,Debit,Cash Withdrawal,1600.0,20854.0,,,,2013,4,11,2013-04-11,2013-04-11,13:25:53,2013-04-11T13:25:53
1514,T00740443,A00002528,Credit,Collection from Another Bank,4236.0,5236.0,Old Age Pension,JPMorgan Chase,44526660,2013,4,11,2013-04-11,2013-04-11,11:30:18,2013-04-11T11:30:18
1515,T00511268,A00001750,Credit,Credit in Cash,24863.0,63210.7,,,,2013,4,11,2013-04-11,2013-04-11,14:06:00,2013-04-11T14:06:00
1516,T00599371,A00002039,Credit,Credit in Cash,13700.0,14000.0,,,,2013,4,11,2013-04-11,2013-04-11,16:13:56,2013-04-11T16:13:56
1517,T01602525,A00005442,Credit,Credit in Cash,22060.0,64727.4,,,,2013,4,11,2013-04-11,2013-04-11,16:15:42,2013-04-11T16:15:42
1518,T00171816,A00000576,Credit,Collection from Another Bank,6207.0,25807.3,Old Age Pension,State Street Corp.,30300313,2013,4,11,2013-04-11,2013-04-11,16:46:11,2013-04-11T16:46:11
1519,T00113880,A00000385,Credit,Collection from Another Bank,3469.0,4469.0,,Goldman Sachs,60511863,2013,4,11,2013-04-11,2013-04-11,08:50:07,2013-04-11T08:50:07
1520,T00900593,A00003069,Credit,Credit in Cash,23156.0,23556.0,,,,2013,4,11,2013-04-11,2013-04-11,15:55:13,2013-04-11T15:55:13
1521,T00887178,A00003026,Credit,Credit in Cash,20740.0,45219.4,,,,2013,4,11,2013-04-11,2013-04-11,09:10:13,2013-04-11T09:10:13
1522,T00796077,A00002712,Credit,Collection from Another Bank,6604.0,7004.0,Old Age Pension,State Street Corp.,16008741,2013,4,11,2013-04-11,2013-04-11,12:28:08,2013-04-11T12:28:08
1523,T00758171,A00002585,Debit,Cash Withdrawal,6900.0,28379.5,,,,2013,4,11,2013-04-11,2013-04-11,09:00:43,2013-04-11T09:00:43
1524,T00850170,A00002896,Credit,Collection from Another Bank,3221.0,3621.0,,TD Bank,36761188,2013,4,11,2013-04-11,2013-04-11,08:43:04,2013-04-11T08:43:04
1525,T00506840,A00001731,Credit,Collection from Another Bank,4758.0,14474.0,Old Age Pension,Wells Fargo & Co.,89825009,2013,4,11,2013-04-11,2013-04-11,08:55:59,2013-04-11T08:55:59
1526,T00846797,A00002884,Credit,Credit in Cash,5810.0,26217.2,,,,2013,4,11,2013-04-11,2013-04-11,10:09:39,2013-04-11T10:09:39
1527,T00204967,A00000697,Credit,Credit in Cash,22067.0,46356.8,,,,2013,4,11,2013-04-11,2013-04-11,12:33:55,2013-04-11T12:33:55
1528,T00252648,A00000866,Credit,Credit in Cash,12644.0,43582.4,,,,2013,4,11,2013-04-11,2013-04-11,13:46:36,2013-04-11T13:46:36
1529,T00101686,A00000346,Debit,Cash Withdrawal,15200.0,38890.9,,,,2013,4,11,2013-04-11,2013-04-11,13:25:24,2013-04-11T13:25:24
1530,T00184685,A00000627,Credit,Credit in Cash,22349.0,57769.3,,,,2013,4,11,2013-04-11,2013-04-11,10:09:15,2013-04-11T10:09:15
1531,T00550089,A00001874,Credit,Collection from Another Bank,3151.0,3551.0,,State Street Corp.,74529486,2013,4,11,2013-04-11,2013-04-11,15:09:43,2013-04-11T15:09:43
1532,T00491817,A00001678,Credit,Credit in Cash,23116.0,46256.8,,,,2013,4,11,2013-04-11,2013-04-11,13:57:36,2013-04-11T13:57:36
1533,T00518385,A00001771,Credit,Credit in Cash,4579.0,5079.0,,,,2013,4,11,2013-04-11,2013-04-11,12:02:43,2013-04-11T12:02:43
1534,T01736611,A00005891,Credit,Collection from Another Bank,32594.0,74134.4,,Bank of America,51054984,2013,4,12,2013-04-12,2013-04-12,12:45:04,2013-04-12T12:45:04
1535,T00451459,A00001535,Credit,Credit in Cash,4136.0,4336.0,,,,2013,4,12,2013-04-12,2013-04-12,12:39:46,2013-04-12T12:39:46
1536,T00451894,A00001536,Credit,Collection from Another Bank,25609.0,65482.9,,TD Bank,51120805,2013,4,12,2013-04-12,2013-04-12,13:29:39,2013-04-12T13:29:39
1537,T01106917,A00003781,Credit,Credit in Cash,24033.0,24833.0,,,,2013,4,12,2013-04-12,2013-04-12,09:44:31,2013-04-12T09:44:31
1538,T01183180,A00004055,Credit,Credit in Cash,20281.0,56574.2,,,,2013,4,12,2013-04-12,2013-04-12,16:12:10,2013-04-12T16:12:10
1539,T00671441,A00002293,Credit,Collection from Another Bank,6745.0,14190.0,Old Age Pension,Citigroup,62203752,2013,4,12,2013-04-12,2013-04-12,15:30:35,2013-04-12T15:30:35
1540,T00537465,A00001829,Credit,Credit in Cash,7429.0,22464.1,,,,2013,4,12,2013-04-12,2013-04-12,14:15:21,2013-04-12T14:15:21
1541,T00777542,A00002651,Credit,Collection from Another Bank,35929.0,36129.0,,Citigroup,13750350,2013,4,12,2013-04-12,2013-04-12,12:51:08,2013-04-12T12:51:08
1542,T00782002,A00002666,Credit,Collection from Another Bank,2901.0,6411.4,,Goldman Sachs,69472062,2013,4,12,2013-04-12,2013-04-12,14:42:02,2013-04-12T14:42:02
1543,T01146747,A00003923,Credit,Credit in Cash,21971.0,22371.0,,,,2013,4,12,2013-04-12,2013-04-12,13:49:01,2013-04-12T13:49:01
1544,T00126011,A00000425,Credit,Credit in Cash,5893.0,6293.0,,,,2013,4,12,2013-04-12,2013-04-12,16:44:49,2013-04-12T16:44:49
1545,T00127571,A00000428,Credit,Collection from Another Bank,6614.0,13428.0,Old Age Pension,Bank of America,71194147,2013,4,12,2013-04-12,2013-04-12,11:01:22,2013-04-12T11:01:22
1546,T02910859,A00009640,Credit,Credit in Cash,500.0,20754.8,,,,2013,4,12,2013-04-12,2013-04-12,08:35:37,2013-04-12T08:35:37
1547,T00359515,A00001222,Credit,Collection from Another Bank,6310.0,19630.0,Old Age Pension,Morgan Stanley,77489798,2013,4,12,2013-04-12,2013-04-12,10:21:07,2013-04-12T10:21:07
1548,T01122694,A00003835,Credit,Credit in Cash,14233.0,15133.0,,,,2013,4,12,2013-04-12,2013-04-12,16:17:38,2013-04-12T16:17:38
1549,T00754236,A00002574,Credit,Credit in Cash,14319.0,40806.6,,,,2013,4,12,2013-04-12,2013-04-12,12:56:03,2013-04-12T12:56:03
1550,T00689831,A00002357,Credit,Collection from Another Bank,6434.0,26615.7,Old Age Pension,PNC Financial Services,34144538,2013,4,12,2013-04-12,2013-04-12,13:48:42,2013-04-12T13:48:42
1551,T00729002,A00002493,Credit,Credit in Cash,8063.0,8363.0,,,,2013,4,12,2013-04-12,2013-04-12,16:01:17,2013-04-12T16:01:17
1552,T00725755,A00002484,Credit,Credit in Cash,14779.0,49645.3,,,,2013,4,12,2013-04-12,2013-04-12,15:23:23,2013-04-12T15:23:23
1553,T00707249,A00002423,Credit,Collection from Another Bank,5671.0,11742.0,Old Age Pension,Bank of New York Mellon Corp.,2074182,2013,4,12,2013-04-12,2013-04-12,13:21:29,2013-04-12T13:21:29
1554,T00565658,A00001926,Credit,Credit in Cash,4507.0,30895.3,,,,2013,4,12,2013-04-12,2013-04-12,12:31:03,2013-04-12T12:31:03
1555,T00857977,A00002925,Credit,Credit in Cash,6446.0,34082.7,,,,2013,4,12,2013-04-12,2013-04-12,08:29:14,2013-04-12T08:29:14
1556,T00993940,A00003391,Credit,Credit in Cash,16980.0,17280.0,,,,2013,4,12,2013-04-12,2013-04-12,11:11:21,2013-04-12T11:11:21
1557,T00811287,A00002763,Debit,Cash Withdrawal,8600.0,38475.9,,,,2013,4,12,2013-04-12,2013-04-12,14:03:14,2013-04-12T14:03:14
1558,T00207268,A00000704,Credit,Credit in Cash,17477.0,52306.9,,,,2013,4,12,2013-04-12,2013-04-12,14:31:12,2013-04-12T14:31:12
1559,T02242714,A00007401,Credit,Collection from Another Bank,20236.0,45285.5,,Capital One,66487163,2013,4,12,2013-04-12,2013-04-12,14:17:31,2013-04-12T14:17:31
1560,T00873129,A00002974,Credit,Collection from Another Bank,5582.0,6682.0,Old Age Pension,TD Bank,85955059,2013,4,12,2013-04-12,2013-04-12,12:18:04,2013-04-12T12:18:04
1561,T00615785,A00002099,Debit,Cash Withdrawal,27100.0,47892.5,,,,2013,4,12,2013-04-12,2013-04-12,11:05:27,2013-04-12T11:05:27
1562,T00941431,A00003213,Credit,Credit in Cash,400.0,400.0,,,,2013,4,12,2013-04-12,2013-04-12,13:20:12,2013-04-12T13:20:12
1563,T00000280,A00000002,Credit,Collection from Another Bank,20236.0,45285.5,,Capital One,66487163,2013,4,12,2013-04-12,2013-04-12,13:01:14,2013-04-12T13:01:14
1564,T00477642,A00001628,Credit,Collection from Another Bank,4276.0,17858.8,Old Age Pension,Bank of New York Mellon Corp.,15916598,2013,4,12,2013-04-12,2013-04-12,12:18:38,2013-04-12T12:18:38
1565,T00250306,A00000860,Credit,Credit in Cash,13185.0,13785.0,,,,2013,4,12,2013-04-12,2013-04-12,15:01:57,2013-04-12T15:01:57
1566,T00309328,A00001054,Credit,Credit in Cash,9650.0,26925.5,,,,2013,4,12,2013-04-12,2013-04-12,10:50:40,2013-04-12T10:50:40
1567,T00307765,A00001050,Credit,Collection from Another Bank,25317.0,50854.6,,Charles Schwab Corp.,2865469,2013,4,12,2013-04-12,2013-04-12,10:25:20,2013-04-12T10:25:20
1568,T01050258,A00003593,Credit,Credit in Cash,15787.0,35706.1,,,,2013,4,12,2013-04-12,2013-04-12,09:30:10,2013-04-12T09:30:10
1569,T01450260,A00004937,Debit,Remittance to Another Bank,800.0,73271.2, ,PNC Financial Services,43502605,2013,4,12,2013-04-12,2013-04-12,08:24:43,2013-04-12T08:24:43
1570,T00717566,A00002458,Credit,Collection from Another Bank,25920.0,27020.0,,Charles Schwab Corp.,55121827,2013,4,12,2013-04-12,2013-04-12,16:20:54,2013-04-12T16:20:54
1571,T01121967,A00003834,Credit,Credit in Cash,13875.0,42359.5,,,,2013,4,12,2013-04-12,2013-04-12,12:54:43,2013-04-12T12:54:43
1572,T02521743,A00008321,Credit,Credit in Cash,800.0,800.0,,,,2013,4,12,2013-04-12,2013-04-12,12:38:41,2013-04-12T12:38:41
1573,T00083662,A00000280,Credit,Credit in Cash,12043.0,37633.1,,,,2013,4,12,2013-04-12,2013-04-12,08:43:24,2013-04-12T08:43:24
1574,T00711852,A00002434,Credit,Credit in Cash,4391.0,27746.7,,,,2013,4,12,2013-04-12,2013-04-12,12:42:26,2013-04-12T12:42:26
1575,T02579154,A00008519,Credit,Collection from Another Bank,37346.0,38446.0,,PNC Financial Services,16093504,2013,4,12,2013-04-12,2013-04-12,08:54:46,2013-04-12T08:54:46
1576,T00490781,A00001675,Credit,Collection from Another Bank,4327.0,14117.3,Old Age Pension,JPMorgan Chase,50350195,2013,4,12,2013-04-12,2013-04-12,13:47:46,2013-04-12T13:47:46
1577,T01066288,A00003644,Credit,Collection from Another Bank,3456.0,4456.0,,Bank of America,81058329,2013,4,13,2013-04-13,2013-04-13,12:39:55,2013-04-13T12:39:55
1578,T01066284,A00003644,Credit,Credit in Cash,1000.0,1000.0,,,,2013,4,13,2013-04-13,2013-04-13,11:45:31,2013-04-13T11:45:31
1579,T00048644,A00000163,Credit,Collection from Another Bank,6698.0,20994.0,Old Age Pension,State Street Corp.,76209622,2013,4,13,2013-04-13,2013-04-13,14:13:57,2013-04-13T14:13:57
1580,T00034888,A00000112,Credit,Collection from Another Bank,6582.0,13381.3,Old Age Pension,Citigroup,24612278,2013,4,13,2013-04-13,2013-04-13,16:26:22,2013-04-13T16:26:22
1581,T00452736,A00001539,Credit,Credit in Cash,32327.0,65348.9,,,,2013,4,13,2013-04-13,2013-04-13,12:32:45,2013-04-13T12:32:45
1582,T00142154,A00000477,Credit,Credit in Cash,16392.0,46775.5,,,,2013,4,13,2013-04-13,2013-04-13,16:14:17,2013-04-13T16:14:17
1583,T00175001,A00000588,Credit,Credit in Cash,8200.0,16834.0,,,,2013,4,13,2013-04-13,2013-04-13,09:28:25,2013-04-13T09:28:25
1584,T00776418,A00002648,Credit,Credit in Cash,400.0,400.0,,,,2013,4,13,2013-04-13,2013-04-13,08:55:17,2013-04-13T08:55:17
1585,T00571553,A00001944,Debit,Cash Withdrawal,6800.0,32912.4,,,,2013,4,13,2013-04-13,2013-04-13,10:31:58,2013-04-13T10:31:58
1586,T00785194,A00002676,Credit,Credit in Cash,15263.0,44902.6,,,,2013,4,13,2013-04-13,2013-04-13,08:21:19,2013-04-13T08:21:19
1587,T03314628,A00011013,Credit,Collection from Another Bank,42244.0,78165.1,,State Street Corp.,45816707,2013,4,13,2013-04-13,2013-04-13,09:20:13,2013-04-13T09:20:13
1588,T00577582,A00001966,Debit,Cash Withdrawal,5700.0,29003.1,,,,2013,4,13,2013-04-13,2013-04-13,12:16:28,2013-04-13T12:16:28
1589,T02910391,A00009640,Credit,Collection from Another Bank,19106.0,39860.8,,Bank of New York Mellon Corp.,13876933,2013,4,13,2013-04-13,2013-04-13,08:29:00,2013-04-13T08:29:00
1590,T01256508,A00004296,Credit,Credit in Cash,18729.0,53999.2,,,,2013,4,13,2013-04-13,2013-04-13,15:30:23,2013-04-13T15:30:23
1591,T01262485,A00004318,Credit,Credit in Cash,200.0,200.0,,,,2013,4,13,2013-04-13,2013-04-13,10:59:32,2013-04-13T10:59:32
1592,T00439039,A00001493,Credit,Collection from Another Bank,5009.0,20292.7,Old Age Pension,JPMorgan Chase,54522466,2013,4,13,2013-04-13,2013-04-13,14:24:19,2013-04-13T14:24:19
1593,T00435766,A00001481,Credit,Collection from Another Bank,3098.0,10294.0,,JPMorgan Chase,21098941,2013,4,13,2013-04-13,2013-04-13,14:55:44,2013-04-13T14:55:44
1594,T00833171,A00002838,Credit,Credit in Cash,900.0,900.0,,,,2013,4,13,2013-04-13,2013-04-13,13:23:58,2013-04-13T13:23:58
1595,T01273278,A00004355,Credit,Credit in Cash,1400.0,20415.8,,,,2013,4,13,2013-04-13,2013-04-13,14:26:55,2013-04-13T14:26:55
1596,T01101123,A00003760,Debit,Cash Withdrawal,19800.0,46120.2,,,,2013,4,13,2013-04-13,2013-04-13,11:40:15,2013-04-13T11:40:15
1597,T00218882,A00000744,Credit,Collection from Another Bank,5740.0,11895.7,Old Age Pension,Wells Fargo & Co.,94336568,2013,4,13,2013-04-13,2013-04-13,08:59:16,2013-04-13T08:59:16
1598,T00987042,A00003367,Credit,Credit in Cash,22608.0,23408.0,,,,2013,4,13,2013-04-13,2013-04-13,14:20:10,2013-04-13T14:20:10
1599,T02135548,A00007231,Debit,Cash Withdrawal,33600.0,55560.3,,,,2013,4,13,2013-04-13,2013-04-13,16:13:42,2013-04-13T16:13:42
1600,T00914522,A00003117,Credit,Collection from Another Bank,5355.0,11610.0,Old Age Pension,Bank of America,1493776,2013,4,13,2013-04-13,2013-04-13,14:29:14,2013-04-13T14:29:14
1601,T00676805,A00002313,Credit,Credit in Cash,1000.0,1000.0,,,,2013,4,13,2013-04-13,2013-04-13,10:40:45,2013-04-13T10:40:45
1602,T00618171,A00002110,Credit,Collection from Another Bank,3076.0,6752.0,,Charles Schwab Corp.,47164356,2013,4,13,2013-04-13,2013-04-13,10:15:20,2013-04-13T10:15:20
1603,T00660838,A00002256,Credit,Collection from Another Bank,4729.0,14922.5,Old Age Pension,JPMorgan Chase,59773492,2013,4,13,2013-04-13,2013-04-13,11:13:26,2013-04-13T11:13:26
1604,T01039121,A00003554,Credit,Credit in Cash,500.0,35157.3,,,,2013,4,13,2013-04-13,2013-04-13,12:40:33,2013-04-13T12:40:33
1605,T01036267,A00003545,Credit,Credit in Cash,20203.0,42745.3,,,,2013,4,13,2013-04-13,2013-04-13,14:42:51,2013-04-13T14:42:51
1606,T00480218,A00001637,Credit,Collection from Another Bank,5718.0,23439.7,Old Age Pension,Bank of New York Mellon Corp.,45134812,2013,4,13,2013-04-13,2013-04-13,15:44:34,2013-04-13T15:44:34
1607,T00527452,A00001801,Credit,Credit in Cash,31467.0,120512.8,,,,2013,4,13,2013-04-13,2013-04-13,14:15:26,2013-04-13T14:15:26
1608,T00528026,A00001801,Debit,Cash Withdrawal,54300.0,66212.8,,,,2013,4,13,2013-04-13,2013-04-13,09:29:28,2013-04-13T09:29:28
1609,T01142762,A00003909,Credit,Credit in Cash,24400.0,59685.2,,,,2013,4,13,2013-04-13,2013-04-13,08:21:05,2013-04-13T08:21:05
1610,T01450188,A00004937,Debit,Remittance to Another Bank,2687.0,70584.2,Household,PNC Financial Services,13841212,2013,4,13,2013-04-13,2013-04-13,15:44:17,2013-04-13T15:44:17
1611,T00404594,A00001378,Credit,Credit in Cash,24419.0,50603.2,,,,2013,4,13,2013-04-13,2013-04-13,08:25:13,2013-04-13T08:25:13
1612,T00717832,A00002458,Credit,Credit in Cash,300.0,27320.0,,,,2013,4,13,2013-04-13,2013-04-13,16:40:14,2013-04-13T16:40:14
1613,T00716045,A00002453,Credit,Collection from Another Bank,3285.0,6979.4,,PNC Financial Services,70054560,2013,4,13,2013-04-13,2013-04-13,11:38:50,2013-04-13T11:38:50
1614,T00871635,A00002970,Credit,Credit in Cash,9658.0,34584.7,,,,2013,4,13,2013-04-13,2013-04-13,08:32:59,2013-04-13T08:32:59
1615,T00756211,A00002581,Credit,Credit in Cash,19653.0,43157.5,,,,2013,4,13,2013-04-13,2013-04-13,16:47:07,2013-04-13T16:47:07
1616,T00757957,A00002585,Credit,Credit in Cash,14963.0,43342.5,,,,2013,4,13,2013-04-13,2013-04-13,15:20:19,2013-04-13T15:20:19
1617,T00622631,A00002124,Credit,Credit in Cash,21431.0,45494.3,,,,2013,4,13,2013-04-13,2013-04-13,12:34:09,2013-04-13T12:34:09
1618,T01549101,A00005270,Debit,Cash Withdrawal,11900.0,37185.0,,,,2013,4,13,2013-04-13,2013-04-13,15:38:50,2013-04-13T15:38:50
1619,T00505244,A00001726,Credit,Credit in Cash,13967.0,48389.7,,,,2013,4,13,2013-04-13,2013-04-13,15:13:40,2013-04-13T15:13:40
1620,T00846010,A00002881,Credit,Credit in Cash,6959.0,33335.7,,,,2013,4,13,2013-04-13,2013-04-13,16:26:08,2013-04-13T16:26:08
1621,T00410114,A00001397,Credit,Credit in Cash,17278.0,17978.0,,,,2013,4,13,2013-04-13,2013-04-13,14:14:59,2013-04-13T14:14:59
1622,T01021124,A00003487,Credit,Credit in Cash,15914.0,53185.4,,,,2013,4,13,2013-04-13,2013-04-13,14:57:54,2013-04-13T14:57:54
1623,T00094648,A00000322,Credit,Credit in Cash,16646.0,37920.6,,,,2013,4,13,2013-04-13,2013-04-13,16:36:09,2013-04-13T16:36:09
1624,T02349720,A00007753,Credit,Credit in Cash,42008.0,94111.4,,,,2013,4,14,2013-04-14,2013-04-14,08:50:06,2013-04-14T08:50:06
1625,T00963188,A00003283,Credit,Credit in Cash,18467.0,18767.0,,,,2013,4,14,2013-04-14,2013-04-14,14:01:07,2013-04-14T14:01:07
1626,T00039493,A00000128,Credit,Credit in Cash,1800.0,13618.5,,,,2013,4,14,2013-04-14,2013-04-14,12:22:38,2013-04-14T12:22:38
1627,T02102564,A00007123,Credit,Credit in Cash,200.0,200.0,,,,2013,4,14,2013-04-14,2013-04-14,09:49:02,2013-04-14T09:49:02
1628,T01195294,A00004093,Credit,Credit in Cash,700.0,1100.0,,,,2013,4,14,2013-04-14,2013-04-14,09:05:46,2013-04-14T09:05:46
1629,T00131926,A00000443,Credit,Collection from Another Bank,3058.0,9674.0,,Capital One,29172384,2013,4,14,2013-04-14,2013-04-14,09:50:02,2013-04-14T09:50:02
1630,T01977905,A00006701,Debit,Cash Withdrawal,1000.0,28305.6,,,,2013,4,14,2013-04-14,2013-04-14,08:58:38,2013-04-14T08:58:38
1631,T00391498,A00001332,Credit,Credit in Cash,22335.0,22635.0,,,,2013,4,14,2013-04-14,2013-04-14,12:03:33,2013-04-14T12:03:33
1632,T00349919,A00001189,Credit,Collection from Another Bank,3433.0,4033.0,,Capital One,3054506,2013,4,14,2013-04-14,2013-04-14,10:25:11,2013-04-14T10:25:11
1633,T00122246,A00000411,Credit,Credit in Cash,18497.0,52563.8,,,,2013,4,14,2013-04-14,2013-04-14,15:45:33,2013-04-14T15:45:33
1634,T00577278,A00001966,Credit,Credit in Cash,20567.0,49570.1,,,,2013,4,14,2013-04-14,2013-04-14,16:21:09,2013-04-14T16:21:09
1635,T00745026,A00002543,Credit,Collection from Another Bank,6148.0,19590.4,Old Age Pension,Bank of America,4203528,2013,4,14,2013-04-14,2013-04-14,14:47:23,2013-04-14T14:47:23
